Baraga Solar project 3 - 2018 data (Differentiator: Higher DC to AC ratio),,NOTES:,
Latitude,  46.69 ,"Location selected for EJ /policy reasons (because it is situated in a Native community), and selected locally for being in an area with better solar resource",
Longitude,  (88.62),,
System capacity (kW DC),1000,<-- auto-generated by SAM,
System capacity (W DC),"  1,000,000 ",,
DC to AC ratio,1.34,This is recommended by ATB. Higher,
AC capacity (kW AC),746.27,Found on SAM. Lower,
AC capacity (W AC),"  746,270 ",,
Mean capacity factor (%),18.6%,"Very low, worse than class 10",But better than Baraga 2
Capex (overnight cap cost) ($/kw)," $ 1,230.00 ","Class 10 - Moderate, 2022",
Fixed OPEX ($/kw-year), $ 22.03 ,"Class 10 - Moderate, 2022",
,,,
FROM SAM DATA DOWNLOAD					,,CALCULATED COLUMN,
Time stamp,AC inverter output power | (W),Capacity Factor (%),
"Apr 15, 08:00 pm",232619,31.17%,
"Apr 15, 09:00 pm",156986,21.04%,
"Apr 15, 10:00 pm",63762.4,8.54%,
"Apr 15, 11:00 pm",59892.4,8.03%,
"Apr 16, 12:00 am",4792.3,0.64%,
"Apr 16, 01:00 am",0,0.00%,
"Apr 16, 02:00 am",0,0.00%,
"Apr 16, 03:00 am",0,0.00%,
"Apr 16, 04:00 am",0,0.00%,
"Apr 16, 05:00 am",0,0.00%,
"Apr 16, 06:00 am",0,0.00%,
"Apr 16, 07:00 am",0,0.00%,
"Apr 16, 08:00 am",0,0.00%,
"Apr 16, 09:00 am",0,0.00%,
"Apr 16, 10:00 am",0,0.00%,
"Apr 16, 11:00 am",8577.63,1.15%,
"Apr 16, 12:00 pm",68129.1,9.13%,
"Apr 16, 01:00 pm",139967,18.76%,
"Apr 16, 02:00 pm",253803,34.01%,
"Apr 16, 03:00 pm",364561,48.85%,
"Apr 16, 04:00 pm",495539,66.40%,
"Apr 16, 05:00 pm",410705,55.03%,
"Apr 16, 06:00 pm",419367,56.20%,
"Apr 16, 07:00 pm",337572,45.23%,
"Apr 16, 08:00 pm",200659,26.89%,
"Apr 16, 09:00 pm",180080,24.13%,
"Apr 16, 10:00 pm",73790.9,9.89%,
"Apr 16, 11:00 pm",21982.3,2.95%,
"Apr 17, 12:00 am",2555.14,0.34%,
"Apr 17, 01:00 am",0,0.00%,
"Apr 17, 02:00 am",0,0.00%,
"Apr 17, 03:00 am",0,0.00%,
"Apr 17, 04:00 am",0,0.00%,
"Apr 17, 05:00 am",0,0.00%,
"Apr 17, 06:00 am",0,0.00%,
"Apr 17, 07:00 am",0,0.00%,
"Apr 17, 08:00 am",0,0.00%,
"Apr 17, 09:00 am",0,0.00%,
"Apr 17, 10:00 am",0,0.00%,
"Apr 17, 11:00 am",3625.5,0.49%,
"Apr 17, 12:00 pm",23885.5,3.20%,
"Apr 17, 01:00 pm",103493,13.87%,
"Apr 17, 02:00 pm",72550.5,9.72%,
"Apr 17, 03:00 pm",151030,20.24%,
"Apr 17, 04:00 pm",244322,32.74%,
"Apr 17, 05:00 pm",208758,27.97%,
"Apr 17, 06:00 pm",127262,17.05%,
"Apr 17, 07:00 pm",291577,39.07%,
"Apr 17, 08:00 pm",199124,26.68%,
"Apr 17, 09:00 pm",120977,16.21%,
"Apr 17, 10:00 pm",143709,19.26%,
"Apr 17, 11:00 pm",10152.6,1.36%,
"Apr 18, 12:00 am",1216.91,0.16%,
"Apr 18, 01:00 am",0,0.00%,
"Apr 18, 02:00 am",0,0.00%,
"Apr 18, 03:00 am",0,0.00%,
"Apr 18, 04:00 am",0,0.00%,
"Apr 18, 05:00 am",0,0.00%,
"Apr 18, 06:00 am",0,0.00%,
"Apr 18, 07:00 am",0,0.00%,
"Apr 18, 08:00 am",0,0.00%,
"Apr 18, 09:00 am",0,0.00%,
"Apr 18, 10:00 am",0,0.00%,
"Apr 18, 11:00 am",5020.73,0.67%,
"Apr 18, 12:00 pm",36735.1,4.92%,
"Apr 18, 01:00 pm",71294.3,9.55%,
"Apr 18, 02:00 pm",109055,14.61%,
"Apr 18, 03:00 pm",220622,29.56%,
"Apr 18, 04:00 pm",746269,100.00%,
"Apr 18, 05:00 pm",746269,100.00%,
"Apr 18, 06:00 pm",746269,100.00%,
"Apr 18, 07:00 pm",746269,100.00%,
"Apr 18, 08:00 pm",687116,92.07%,
"Apr 18, 09:00 pm",505065,67.68%,
"Apr 18, 10:00 pm",276206,37.01%,
"Apr 18, 11:00 pm",68290.7,9.15%,
"Apr 19, 12:00 am",6530.16,0.88%,
"Apr 19, 01:00 am",0,0.00%,
"Apr 19, 02:00 am",0,0.00%,
"Apr 19, 03:00 am",0,0.00%,
"Apr 19, 04:00 am",0,0.00%,
"Apr 19, 05:00 am",0,0.00%,
"Apr 19, 06:00 am",0,0.00%,
"Apr 19, 07:00 am",0,0.00%,
"Apr 19, 08:00 am",0,0.00%,
"Apr 19, 09:00 am",0,0.00%,
"Apr 19, 10:00 am",0,0.00%,
"Apr 19, 11:00 am",15117.6,2.03%,
"Apr 19, 12:00 pm",107555,14.41%,
"Apr 19, 01:00 pm",349181,46.79%,
"Apr 19, 02:00 pm",560244,75.07%,
"Apr 19, 03:00 pm",704620,94.42%,
"Apr 19, 04:00 pm",746269,100.00%,
"Apr 19, 05:00 pm",746269,100.00%,
"Apr 19, 06:00 pm",746269,100.00%,
"Apr 19, 07:00 pm",746269,100.00%,
"Apr 19, 08:00 pm",667822,89.49%,
"Apr 19, 09:00 pm",505155,67.69%,
"Apr 19, 10:00 pm",286073,38.33%,
"Apr 19, 11:00 pm",66957.1,8.97%,
"Apr 20, 12:00 am",8273.54,1.11%,
"Apr 20, 01:00 am",0,0.00%,
"Apr 20, 02:00 am",0,0.00%,
"Apr 20, 03:00 am",0,0.00%,
"Apr 20, 04:00 am",0,0.00%,
"Apr 20, 05:00 am",0,0.00%,
"Apr 20, 06:00 am",0,0.00%,
"Apr 20, 07:00 am",0,0.00%,
"Apr 20, 08:00 am",0,0.00%,
"Apr 20, 09:00 am",0,0.00%,
"Apr 20, 10:00 am",0,0.00%,
"Apr 20, 11:00 am",16455.5,2.21%,
"Apr 20, 12:00 pm",107116,14.35%,
"Apr 20, 01:00 pm",337147,45.18%,
"Apr 20, 02:00 pm",537426,72.01%,
"Apr 20, 03:00 pm",679859,91.10%,
"Apr 20, 04:00 pm",746269,100.00%,
"Apr 20, 05:00 pm",746269,100.00%,
"Apr 20, 06:00 pm",746269,100.00%,
"Apr 20, 07:00 pm",740059,99.17%,
"Apr 20, 08:00 pm",632399,84.74%,
"Apr 20, 09:00 pm",464211,62.20%,
"Apr 20, 10:00 pm",273488,36.65%,
"Apr 20, 11:00 pm",66587.5,8.92%,
"Apr 21, 12:00 am",8260.16,1.11%,
"Apr 21, 01:00 am",0,0.00%,
"Apr 21, 02:00 am",0,0.00%,
"Apr 21, 03:00 am",0,0.00%,
"Apr 21, 04:00 am",0,0.00%,
"Apr 21, 05:00 am",0,0.00%,
"Apr 21, 06:00 am",0,0.00%,
"Apr 21, 07:00 am",0,0.00%,
"Apr 21, 08:00 am",0,0.00%,
"Apr 21, 09:00 am",0,0.00%,
"Apr 21, 10:00 am",0,0.00%,
"Apr 21, 11:00 am",16825.1,2.25%,
"Apr 21, 12:00 pm",106590,14.28%,
"Apr 21, 01:00 pm",334324,44.80%,
"Apr 21, 02:00 pm",527778,70.72%,
"Apr 21, 03:00 pm",658571,88.25%,
"Apr 21, 04:00 pm",740672,99.25%,
"Apr 21, 05:00 pm",746269,100.00%,
"Apr 21, 06:00 pm",746269,100.00%,
"Apr 21, 07:00 pm",714295,95.72%,
"Apr 21, 08:00 pm",621325,83.26%,
"Apr 21, 09:00 pm",473138,63.40%,
"Apr 21, 10:00 pm",270438,36.24%,
"Apr 21, 11:00 pm",63383.5,8.49%,
"Apr 22, 12:00 am",8267.48,1.11%,
"Apr 22, 01:00 am",0,0.00%,
"Apr 22, 02:00 am",0,0.00%,
"Apr 22, 03:00 am",0,0.00%,
"Apr 22, 04:00 am",0,0.00%,
"Apr 22, 05:00 am",0,0.00%,
"Apr 22, 06:00 am",0,0.00%,
"Apr 22, 07:00 am",0,0.00%,
"Apr 22, 08:00 am",0,0.00%,
"Apr 22, 09:00 am",0,0.00%,
"Apr 22, 10:00 am",0,0.00%,
"Apr 22, 11:00 am",19078.3,2.56%,
"Apr 22, 12:00 pm",107738,14.44%,
"Apr 22, 01:00 pm",331164,44.38%,
"Apr 22, 02:00 pm",526346,70.53%,
"Apr 22, 03:00 pm",665693,89.20%,
"Apr 22, 04:00 pm",746269,100.00%,
"Apr 22, 05:00 pm",746269,100.00%,
"Apr 22, 06:00 pm",746269,100.00%,
"Apr 22, 07:00 pm",692417,92.78%,
"Apr 22, 08:00 pm",595372,79.78%,
"Apr 22, 09:00 pm",467906,62.70%,
"Apr 22, 10:00 pm",267424,35.83%,
"Apr 22, 11:00 pm",62930,8.43%,
"Apr 23, 12:00 am",8625.31,1.16%,
"Apr 23, 01:00 am",0,0.00%,
"Apr 23, 02:00 am",0,0.00%,
"Apr 23, 03:00 am",0,0.00%,
"Apr 23, 04:00 am",0,0.00%,
"Apr 23, 05:00 am",0,0.00%,
"Apr 23, 06:00 am",0,0.00%,
"Apr 23, 07:00 am",0,0.00%,
"Apr 23, 08:00 am",0,0.00%,
"Apr 23, 09:00 am",0,0.00%,
"Apr 23, 10:00 am",0,0.00%,
"Apr 23, 11:00 am",19923,2.67%,
"Apr 23, 12:00 pm",106678,14.29%,
"Apr 23, 01:00 pm",316570,42.42%,
"Apr 23, 02:00 pm",493382,66.11%,
"Apr 23, 03:00 pm",600385,80.45%,
"Apr 23, 04:00 pm",690186,92.48%,
"Apr 23, 05:00 pm",733041,98.23%,
"Apr 23, 06:00 pm",746269,100.00%,
"Apr 23, 07:00 pm",708708,94.97%,
"Apr 23, 08:00 pm",609920,81.73%,
"Apr 23, 09:00 pm",460557,61.71%,
"Apr 23, 10:00 pm",261020,34.98%,
"Apr 23, 11:00 pm",61215.5,8.20%,
"Apr 24, 12:00 am",9137.36,1.22%,
"Apr 24, 01:00 am",0,0.00%,
"Apr 24, 02:00 am",0,0.00%,
"Apr 24, 03:00 am",0,0.00%,
"Apr 24, 04:00 am",0,0.00%,
"Apr 24, 05:00 am",0,0.00%,
"Apr 24, 06:00 am",0,0.00%,
"Apr 24, 07:00 am",0,0.00%,
"Apr 24, 08:00 am",0,0.00%,
"Apr 24, 09:00 am",0,0.00%,
"Apr 24, 10:00 am",0,0.00%,
"Apr 24, 11:00 am",20095.8,2.69%,
"Apr 24, 12:00 pm",107846,14.45%,
"Apr 24, 01:00 pm",316984,42.48%,
"Apr 24, 02:00 pm",510264,68.38%,
"Apr 24, 03:00 pm",646675,86.65%,
"Apr 24, 04:00 pm",736769,98.73%,
"Apr 24, 05:00 pm",739145,99.05%,
"Apr 24, 06:00 pm",746269,100.00%,
"Apr 24, 07:00 pm",650950,87.23%,
"Apr 24, 08:00 pm",458072,61.38%,
"Apr 24, 09:00 pm",351140,47.05%,
"Apr 24, 10:00 pm",205284,27.51%,
"Apr 24, 11:00 pm",59493.4,7.97%,
"Apr 25, 12:00 am",8108.01,1.09%,
"Apr 25, 01:00 am",0,0.00%,
"Apr 25, 02:00 am",0,0.00%,
"Apr 25, 03:00 am",0,0.00%,
"Apr 25, 04:00 am",0,0.00%,
"Apr 25, 05:00 am",0,0.00%,
"Apr 25, 06:00 am",0,0.00%,
"Apr 25, 07:00 am",0,0.00%,
"Apr 25, 08:00 am",0,0.00%,
"Apr 25, 09:00 am",0,0.00%,
"Apr 25, 10:00 am",0,0.00%,
"Apr 25, 11:00 am",23407.4,3.14%,
"Apr 25, 12:00 pm",114776,15.38%,
"Apr 25, 01:00 pm",338408,45.35%,
"Apr 25, 02:00 pm",539251,72.26%,
"Apr 25, 03:00 pm",679037,90.99%,
"Apr 25, 04:00 pm",746269,100.00%,
"Apr 25, 05:00 pm",746269,100.00%,
"Apr 25, 06:00 pm",746269,100.00%,
"Apr 25, 07:00 pm",732939,98.21%,
"Apr 25, 08:00 pm",633173,84.85%,
"Apr 25, 09:00 pm",483926,64.85%,
"Apr 25, 10:00 pm",273715,36.68%,
"Apr 25, 11:00 pm",64803.9,8.68%,
"Apr 26, 12:00 am",9825.55,1.32%,
"Apr 26, 01:00 am",0,0.00%,
"Apr 26, 02:00 am",0,0.00%,
"Apr 26, 03:00 am",0,0.00%,
"Apr 26, 04:00 am",0,0.00%,
"Apr 26, 05:00 am",0,0.00%,
"Apr 26, 06:00 am",0,0.00%,
"Apr 26, 07:00 am",0,0.00%,
"Apr 26, 08:00 am",0,0.00%,
"Apr 26, 09:00 am",0,0.00%,
"Apr 26, 10:00 am",0,0.00%,
"Apr 26, 11:00 am",19465.9,2.61%,
"Apr 26, 12:00 pm",108394,14.52%,
"Apr 26, 01:00 pm",297575,39.87%,
"Apr 26, 02:00 pm",483164,64.74%,
"Apr 26, 03:00 pm",610212,81.77%,
"Apr 26, 04:00 pm",679529,91.06%,
"Apr 26, 05:00 pm",696974,93.39%,
"Apr 26, 06:00 pm",598012,80.13%,
"Apr 26, 07:00 pm",483084,64.73%,
"Apr 26, 08:00 pm",500505,67.07%,
"Apr 26, 09:00 pm",296561,39.74%,
"Apr 26, 10:00 pm",46291.4,6.20%,
"Apr 26, 11:00 pm",55222.6,7.40%,
"Apr 27, 12:00 am",10679,1.43%,
"Apr 27, 01:00 am",0,0.00%,
"Apr 27, 02:00 am",0,0.00%,
"Apr 27, 03:00 am",0,0.00%,
"Apr 27, 04:00 am",0,0.00%,
"Apr 27, 05:00 am",0,0.00%,
"Apr 27, 06:00 am",0,0.00%,
"Apr 27, 07:00 am",0,0.00%,
"Apr 27, 08:00 am",0,0.00%,
"Apr 27, 09:00 am",0,0.00%,
"Apr 27, 10:00 am",0,0.00%,
"Apr 27, 11:00 am",21756.9,2.92%,
"Apr 27, 12:00 pm",88694.5,11.89%,
"Apr 27, 01:00 pm",275780,36.95%,
"Apr 27, 02:00 pm",467911,62.70%,
"Apr 27, 03:00 pm",645040,86.44%,
"Apr 27, 04:00 pm",729599,97.77%,
"Apr 27, 05:00 pm",647036,86.70%,
"Apr 27, 06:00 pm",643687,86.25%,
"Apr 27, 07:00 pm",673895,90.30%,
"Apr 27, 08:00 pm",639040,85.63%,
"Apr 27, 09:00 pm",502732,67.37%,
"Apr 27, 10:00 pm",286920,38.45%,
"Apr 27, 11:00 pm",60368.4,8.09%,
"Apr 28, 12:00 am",11602,1.55%,
"Apr 28, 01:00 am",0,0.00%,
"Apr 28, 02:00 am",0,0.00%,
"Apr 28, 03:00 am",0,0.00%,
"Apr 28, 04:00 am",0,0.00%,
"Apr 28, 05:00 am",0,0.00%,
"Apr 28, 06:00 am",0,0.00%,
"Apr 28, 07:00 am",0,0.00%,
"Apr 28, 08:00 am",0,0.00%,
"Apr 28, 09:00 am",0,0.00%,
"Apr 28, 10:00 am",0,0.00%,
"Apr 28, 11:00 am",21218.8,2.84%,
"Apr 28, 12:00 pm",115992,15.54%,
"Apr 28, 01:00 pm",356018,47.71%,
"Apr 28, 02:00 pm",557264,74.67%,
"Apr 28, 03:00 pm",700587,93.88%,
"Apr 28, 04:00 pm",746269,100.00%,
"Apr 28, 05:00 pm",746269,100.00%,
"Apr 28, 06:00 pm",746269,100.00%,
"Apr 28, 07:00 pm",746269,100.00%,
"Apr 28, 08:00 pm",660827,88.55%,
"Apr 28, 09:00 pm",507928,68.06%,
"Apr 28, 10:00 pm",289216,38.75%,
"Apr 28, 11:00 pm",64546.5,8.65%,
"Apr 29, 12:00 am",12742.5,1.71%,
"Apr 29, 01:00 am",0,0.00%,
"Apr 29, 02:00 am",0,0.00%,
"Apr 29, 03:00 am",0,0.00%,
"Apr 29, 04:00 am",0,0.00%,
"Apr 29, 05:00 am",0,0.00%,
"Apr 29, 06:00 am",0,0.00%,
"Apr 29, 07:00 am",0,0.00%,
"Apr 29, 08:00 am",0,0.00%,
"Apr 29, 09:00 am",0,0.00%,
"Apr 29, 10:00 am",0,0.00%,
"Apr 29, 11:00 am",23518.7,3.15%,
"Apr 29, 12:00 pm",112372,15.06%,
"Apr 29, 01:00 pm",335017,44.89%,
"Apr 29, 02:00 pm",523818,70.19%,
"Apr 29, 03:00 pm",653373,87.55%,
"Apr 29, 04:00 pm",734160,98.38%,
"Apr 29, 05:00 pm",746269,100.00%,
"Apr 29, 06:00 pm",746269,100.00%,
"Apr 29, 07:00 pm",703087,94.21%,
"Apr 29, 08:00 pm",605359,81.12%,
"Apr 29, 09:00 pm",463131,62.06%,
"Apr 29, 10:00 pm",262845,35.22%,
"Apr 29, 11:00 pm",59575.3,7.98%,
"Apr 30, 12:00 am",12976.8,1.74%,
"Apr 30, 01:00 am",0,0.00%,
"Apr 30, 02:00 am",0,0.00%,
"Apr 30, 03:00 am",0,0.00%,
"Apr 30, 04:00 am",0,0.00%,
"Apr 30, 05:00 am",0,0.00%,
"Apr 30, 06:00 am",0,0.00%,
"Apr 30, 07:00 am",0,0.00%,
"Apr 30, 08:00 am",0,0.00%,
"Apr 30, 09:00 am",0,0.00%,
"Apr 30, 10:00 am",0,0.00%,
"Apr 30, 11:00 am",23544.7,3.15%,
"Apr 30, 12:00 pm",105900,14.19%,
"Apr 30, 01:00 pm",309359,41.45%,
"Apr 30, 02:00 pm",403017,54.00%,
"Apr 30, 03:00 pm",474715,63.61%,
"Apr 30, 04:00 pm",416286,55.78%,
"Apr 30, 05:00 pm",408693,54.76%,
"Apr 30, 06:00 pm",330658,44.31%,
"Apr 30, 07:00 pm",108020,14.47%,
"Apr 30, 08:00 pm",215864,28.93%,
"Apr 30, 09:00 pm",341983,45.83%,
"Apr 30, 10:00 pm",162914,21.83%,
"Apr 30, 11:00 pm",49981.2,6.70%,
"May 1, 12:00 am",11417.6,1.53%,
"May 1, 01:00 am",0,0.00%,
"May 1, 02:00 am",0,0.00%,
"May 1, 03:00 am",0,0.00%,
"May 1, 04:00 am",0,0.00%,
"May 1, 05:00 am",0,0.00%,
"May 1, 06:00 am",0,0.00%,
"May 1, 07:00 am",0,0.00%,
"May 1, 08:00 am",0,0.00%,
"May 1, 09:00 am",0,0.00%,
"May 1, 10:00 am",0,0.00%,
"May 1, 11:00 am",23261.3,3.12%,
"May 1, 12:00 pm",84000.3,11.26%,
"May 1, 01:00 pm",140002,18.76%,
"May 1, 02:00 pm",311429,41.73%,
"May 1, 03:00 pm",427400,57.27%,
"May 1, 04:00 pm",181348,24.30%,
"May 1, 05:00 pm",585520,78.46%,
"May 1, 06:00 pm",534682,71.65%,
"May 1, 07:00 pm",440676,59.05%,
"May 1, 08:00 pm",287851,38.57%,
"May 1, 09:00 pm",135502,18.16%,
"May 1, 10:00 pm",223414,29.94%,
"May 1, 11:00 pm",59324.6,7.95%,
"May 2, 12:00 am",12817.3,1.72%,
"May 2, 01:00 am",0,0.00%,
"May 2, 02:00 am",0,0.00%,
"May 2, 03:00 am",0,0.00%,
"May 2, 04:00 am",0,0.00%,
"May 2, 05:00 am",0,0.00%,
"May 2, 06:00 am",0,0.00%,
"May 2, 07:00 am",0,0.00%,
"May 2, 08:00 am",0,0.00%,
"May 2, 09:00 am",0,0.00%,
"May 2, 10:00 am",0,0.00%,
"May 2, 11:00 am",3746.8,0.50%,
"May 2, 12:00 pm",12870.6,1.72%,
"May 2, 01:00 pm",25631.3,3.43%,
"May 2, 02:00 pm",66436.6,8.90%,
"May 2, 03:00 pm",70267.6,9.42%,
"May 2, 04:00 pm",57760.5,7.74%,
"May 2, 05:00 pm",129076,17.30%,
"May 2, 06:00 pm",206684,27.70%,
"May 2, 07:00 pm",262548,35.18%,
"May 2, 08:00 pm",181302,24.29%,
"May 2, 09:00 pm",256526,34.37%,
"May 2, 10:00 pm",182257,24.42%,
"May 2, 11:00 pm",62414.5,8.36%,
"May 3, 12:00 am",14826.8,1.99%,
"May 3, 01:00 am",0,0.00%,
"May 3, 02:00 am",0,0.00%,
"May 3, 03:00 am",0,0.00%,
"May 3, 04:00 am",0,0.00%,
"May 3, 05:00 am",0,0.00%,
"May 3, 06:00 am",0,0.00%,
"May 3, 07:00 am",0,0.00%,
"May 3, 08:00 am",0,0.00%,
"May 3, 09:00 am",0,0.00%,
"May 3, 10:00 am",0,0.00%,
"May 3, 11:00 am",23298.6,3.12%,
"May 3, 12:00 pm",106947,14.33%,
"May 3, 01:00 pm",315217,42.24%,
"May 3, 02:00 pm",489684,65.62%,
"May 3, 03:00 pm",607837,81.45%,
"May 3, 04:00 pm",679863,91.10%,
"May 3, 05:00 pm",714148,95.70%,
"May 3, 06:00 pm",670853,89.89%,
"May 3, 07:00 pm",299310,40.11%,
"May 3, 08:00 pm",363312,48.68%,
"May 3, 09:00 pm",432300,57.93%,
"May 3, 10:00 pm",95330.2,12.77%,
"May 3, 11:00 pm",57870.8,7.75%,
"May 4, 12:00 am",13038.3,1.75%,
"May 4, 01:00 am",0,0.00%,
"May 4, 02:00 am",0,0.00%,
"May 4, 03:00 am",0,0.00%,
"May 4, 04:00 am",0,0.00%,
"May 4, 05:00 am",0,0.00%,
"May 4, 06:00 am",0,0.00%,
"May 4, 07:00 am",0,0.00%,
"May 4, 08:00 am",0,0.00%,
"May 4, 09:00 am",0,0.00%,
"May 4, 10:00 am",0,0.00%,
"May 4, 11:00 am",22417.8,3.00%,
"May 4, 12:00 pm",105445,14.13%,
"May 4, 01:00 pm",316498,42.41%,
"May 4, 02:00 pm",496730,66.56%,
"May 4, 03:00 pm",455834,61.08%,
"May 4, 04:00 pm",488248,65.43%,
"May 4, 05:00 pm",609159,81.63%,
"May 4, 06:00 pm",740063,99.17%,
"May 4, 07:00 pm",688777,92.30%,
"May 4, 08:00 pm",590096,79.07%,
"May 4, 09:00 pm",450244,60.33%,
"May 4, 10:00 pm",253672,33.99%,
"May 4, 11:00 pm",56639.3,7.59%,
"May 5, 12:00 am",17076.1,2.29%,
"May 5, 01:00 am",0,0.00%,
"May 5, 02:00 am",0,0.00%,
"May 5, 03:00 am",0,0.00%,
"May 5, 04:00 am",0,0.00%,
"May 5, 05:00 am",0,0.00%,
"May 5, 06:00 am",0,0.00%,
"May 5, 07:00 am",0,0.00%,
"May 5, 08:00 am",0,0.00%,
"May 5, 09:00 am",0,0.00%,
"May 5, 10:00 am",0,0.00%,
"May 5, 11:00 am",21848.2,2.93%,
"May 5, 12:00 pm",109365,14.65%,
"May 5, 01:00 pm",322016,43.15%,
"May 5, 02:00 pm",494166,66.22%,
"May 5, 03:00 pm",612688,82.10%,
"May 5, 04:00 pm",686130,91.94%,
"May 5, 05:00 pm",720575,96.56%,
"May 5, 06:00 pm",715333,95.85%,
"May 5, 07:00 pm",485113,65.01%,
"May 5, 08:00 pm",153182,20.53%,
"May 5, 09:00 pm",151834,20.35%,
"May 5, 10:00 pm",63962.1,8.57%,
"May 5, 11:00 pm",9413.04,1.26%,
"May 6, 12:00 am",2422.98,0.32%,
"May 6, 01:00 am",0,0.00%,
"May 6, 02:00 am",0,0.00%,
"May 6, 03:00 am",0,0.00%,
"May 6, 04:00 am",0,0.00%,
"May 6, 05:00 am",0,0.00%,
"May 6, 06:00 am",0,0.00%,
"May 6, 07:00 am",0,0.00%,
"May 6, 08:00 am",0,0.00%,
"May 6, 09:00 am",0,0.00%,
"May 6, 10:00 am",0,0.00%,
"May 6, 11:00 am",25752.2,3.45%,
"May 6, 12:00 pm",109592,14.69%,
"May 6, 01:00 pm",320317,42.92%,
"May 6, 02:00 pm",499106,66.88%,
"May 6, 03:00 pm",619625,83.03%,
"May 6, 04:00 pm",707377,94.79%,
"May 6, 05:00 pm",730998,97.95%,
"May 6, 06:00 pm",718714,96.31%,
"May 6, 07:00 pm",581245,77.89%,
"May 6, 08:00 pm",461798,61.88%,
"May 6, 09:00 pm",347270,46.53%,
"May 6, 10:00 pm",183331,24.57%,
"May 6, 11:00 pm",61729.6,8.27%,
"May 7, 12:00 am",16161.9,2.17%,
"May 7, 01:00 am",0,0.00%,
"May 7, 02:00 am",0,0.00%,
"May 7, 03:00 am",0,0.00%,
"May 7, 04:00 am",0,0.00%,
"May 7, 05:00 am",0,0.00%,
"May 7, 06:00 am",0,0.00%,
"May 7, 07:00 am",0,0.00%,
"May 7, 08:00 am",0,0.00%,
"May 7, 09:00 am",0,0.00%,
"May 7, 10:00 am",0,0.00%,
"May 7, 11:00 am",24215.9,3.24%,
"May 7, 12:00 pm",107911,14.46%,
"May 7, 01:00 pm",313842,42.05%,
"May 7, 02:00 pm",485397,65.04%,
"May 7, 03:00 pm",604164,80.96%,
"May 7, 04:00 pm",679000,90.99%,
"May 7, 05:00 pm",709089,95.02%,
"May 7, 06:00 pm",695690,93.22%,
"May 7, 07:00 pm",645100,86.44%,
"May 7, 08:00 pm",555328,74.41%,
"May 7, 09:00 pm",427101,57.23%,
"May 7, 10:00 pm",242238,32.46%,
"May 7, 11:00 pm",54664.1,7.32%,
"May 8, 12:00 am",17717.5,2.37%,
"May 8, 01:00 am",0,0.00%,
"May 8, 02:00 am",0,0.00%,
"May 8, 03:00 am",0,0.00%,
"May 8, 04:00 am",0,0.00%,
"May 8, 05:00 am",0,0.00%,
"May 8, 06:00 am",0,0.00%,
"May 8, 07:00 am",0,0.00%,
"May 8, 08:00 am",0,0.00%,
"May 8, 09:00 am",0,0.00%,
"May 8, 10:00 am",747.534,0.10%,
"May 8, 11:00 am",19447.8,2.61%,
"May 8, 12:00 pm",46947.8,6.29%,
"May 8, 01:00 pm",105303,14.11%,
"May 8, 02:00 pm",364196,48.80%,
"May 8, 03:00 pm",461203,61.80%,
"May 8, 04:00 pm",283657,38.01%,
"May 8, 05:00 pm",461471,61.84%,
"May 8, 06:00 pm",406047,54.41%,
"May 8, 07:00 pm",202441,27.13%,
"May 8, 08:00 pm",182612,24.47%,
"May 8, 09:00 pm",60464,8.10%,
"May 8, 10:00 pm",16730.4,2.24%,
"May 8, 11:00 pm",6111.79,0.82%,
"May 9, 12:00 am",2515.29,0.34%,
"May 9, 01:00 am",0,0.00%,
"May 9, 02:00 am",0,0.00%,
"May 9, 03:00 am",0,0.00%,
"May 9, 04:00 am",0,0.00%,
"May 9, 05:00 am",0,0.00%,
"May 9, 06:00 am",0,0.00%,
"May 9, 07:00 am",0,0.00%,
"May 9, 08:00 am",0,0.00%,
"May 9, 09:00 am",0,0.00%,
"May 9, 10:00 am",751.386,0.10%,
"May 9, 11:00 am",13570.6,1.82%,
"May 9, 12:00 pm",16207,2.17%,
"May 9, 01:00 pm",15972.7,2.14%,
"May 9, 02:00 pm",61251.9,8.21%,
"May 9, 03:00 pm",44972.7,6.03%,
"May 9, 04:00 pm",38838.1,5.20%,
"May 9, 05:00 pm",41231.7,5.53%,
"May 9, 06:00 pm",52222.8,7.00%,
"May 9, 07:00 pm",57188,7.66%,
"May 9, 08:00 pm",34167.3,4.58%,
"May 9, 09:00 pm",39789.2,5.33%,
"May 9, 10:00 pm",19509.8,2.61%,
"May 9, 11:00 pm",15435.5,2.07%,
"May 10, 12:00 am",3559.91,0.48%,
"May 10, 01:00 am",0,0.00%,
"May 10, 02:00 am",0,0.00%,
"May 10, 03:00 am",0,0.00%,
"May 10, 04:00 am",0,0.00%,
"May 10, 05:00 am",0,0.00%,
"May 10, 06:00 am",0,0.00%,
"May 10, 07:00 am",0,0.00%,
"May 10, 08:00 am",0,0.00%,
"May 10, 09:00 am",0,0.00%,
"May 10, 10:00 am",1593.98,0.21%,
"May 10, 11:00 am",24265.3,3.25%,
"May 10, 12:00 pm",117194,15.70%,
"May 10, 01:00 pm",342158,45.85%,
"May 10, 02:00 pm",530473,71.08%,
"May 10, 03:00 pm",662547,88.78%,
"May 10, 04:00 pm",746269,100.00%,
"May 10, 05:00 pm",746269,100.00%,
"May 10, 06:00 pm",746269,100.00%,
